armenian,translations
ԱՍՊԱՏԱԿԱԽՈՒՄԲ,конный отряд грабителей
ԱՍՊԱՏԱԿԵԼ,"грабить, совершать набеги"
ԱՍՊԱՏԱԿՈՒԹՅՈՒՆ,набег;участие в набегах
ԱՍՊԱՏԱԿՈՒՄ,набег;участие в набегах
ԱՍՊԱՏԱԿՎԵԼ,подвергаться набегам
ԱՍՊԱՐ,"щит;латы;щиток;щиты;защита, опора, надежда"
ԱՍՊԱՐԱԶԵՆ,вооружённый щитом
ԱՍՊԱՐԱԿԻՐ,щитоносец;вооружённый щитом
ԱՍՊԱՐԱՎՈՐԵԼ,"вооружать, вооружить щитом"
ԱՍՊԱՐԱՎՈՐՎԵԼ,"вооружаться, вооружиться щитом"
ԱՍՊԱՐԵԶ,"область, арена, поприще;ристалище;арена;среда, окружение стадий"
ԱՍՊԵՏ,"рыцарь;всадник;кавалер;поклонник, рыцарь"
ԱՍՊԵՏԱԲԱՐ,"рыцарски, по-рыцарски"
ԱՍՊԵՏԱԲԱՐՈ,"рыцарский, благородный"
ԱՍՊԵՏԱԿԱՆ,рыцарский
ԱՍՊԵՏԱԿԱՆՈՒԹՅՈՒՆ,рыцарство
ԱՍՊԵՏԱՑՈՒ,готовящийся к посвящению в рыцари
ԱՍՊԵՏՈՒԹՅՈՒՆ,рыцарство
ԱՍՊԻՐԱԿ,таволга
ԱՍՊԻՐԱՆՏ,аспирант
ԱՍՊԻՐԱՆՏԱԿԱՆ,аспирантский
ԱՍՊԻՐԱՆՏՈՒԹՅՈՒՆ,пребывание в аспирантуре
ԱՍՊԻՐԱՆՏՈՒՐԱ,аспирантура
ԱՍՊՆՋԱԿԱՆ,"гостеприимный, хлебосольный;хлебосол"
ԱՍՊՆՋԱԿԱՆՈՒԹՅՈՒՆ,"гостеприимство, хлебосольство"
ԱՍՊՈՒԶԱՆԱԿ,посконь
ԱՍՊՈՒԶԱՆՈՒԿ,посконь
ԱՍՊՈՒՌ,сафлор
ԱՍՊՈՒՐ,сафлор
ԱՍՎԱԾՔ,"манера говорить, говор;сказанное"
ԱՍՎԵԳՈՐԾ,"рабочий, занимающийся обработкой шерсти;шерстяной"
ԱՍՎԵԳՈՐԾՈՒԹՅՈՒՆ,шерстоткачество
ԱՍՎԵԼ,говориться
ԱՍՎԵԼԱԹ,шерстяная ткань
ԱՍՎԵՂԵՆ,шерстяные изделия
ԱՍՎԻ,"шерстяная одежда, шерстяное платье"
ԱՍՎՅԱ,шерстяной
ԱՍՎՅԱԿ,фланель
ԱՍՏԱՆԴԱԿԱՆ,"странствующий;бродячий, скитальческий, страннический;странник;странствуя, скитаясь"
ԱՍՏԱՌ,"подкладка;железнодорожная насыпь;подоплёка, подкладка"
ԱՍՏԱՌԱՅԻՆ,подкладочный
ԱՍՏԱՌԱՑՈՒ,подкладочный материал;годный на подкладку
ԱՍՏԱՌԵԼ,"подшивать, подшить подкладку"
ԱՍՏԵՂԱԲԱՆ,"астролог, звездочёт"
ԱՍՏԵՂԱԲԱՆՈՒԹՅՈՒՆ,астрология
ԱՍՏԵՂԱԳԵՂ,"звёздчатый, звездистый;украшенный звёздами"
ԱՍՏԻՃԱՆ,"ступень, ступенька;степень, сравнительная величина;степень сравнения;степень, произведение равных множителей;степень, учёное звание;мера, степень, доля, процент;ранг, чин;градус;деление;уровень"
ԱՍՏԻՃԱՆԱԲԱՐ,постепенно
ԱՍՏԻՃԱՆԱԶՈՒՐԿ,"лишённый чина, разжалованный"
ԱՍՏԻՃԱՆԱԶՐԿԵԼ,"лишить чина, разжаловать"
ԱՍՏԻՃԱՆԱԶՐԿՈՒԹՅՈՒՆ,"лишение чина, разжалование"
ԱՍՏԻՃԱՆԱԶՐԿՈՒՄ,"лишение чина, разжалование"
ԱՍՏԻՃԱՆԱԶՐԿՎԵԼ,"лишиться чина, быть разжалованным"
ԱՍՏԻՃԱՆԱԿԱՆ,постепенный
ԱՍՏԻՃԱՆԱԿԱՆՈՒԹՅՈՒՆ,постепенность
ԱՍՏԻՃԱՆԱԿԱՐԳ,устар
ԱՍՏԻՃԱՆԱԿԱՐԳՈՒԹՅՈՒՆ,чиноначалие;устар;иерархия чинов
ԱՍՏԻՃԱՆԱԿԻՑ,"одинакового чина, ранга"
ԱՍՏԻՃԱՆԱՀԱՐԳՈՒԹՅՈՒՆ,чинопочитание
ԱՍՏԻՃԱՆԱՀԱՐԹԱԿ,лестничная площадка
ԱՍՏԻՃԱՆԱՁԵՎ,"ступенчатый, уступообразный, уступчатый"
ԱՍՏԻՃԱՆԱՄՈԼ,карьерист
ԱՍՏԻՃԱՆԱՄՈԼՈՒԹՅՈՒՆ,карьеризм
ԱՍՏԻՃԱՆԱՅԻՆ,"относящийся к ступени, степени, уровню"
ԱՍՏԻՃԱՆԱՎԱՆԴԱԿ,лестничная клетка
ԱՍՏԻՃԱՆԱՎՈՐ,ступенчатый;чиновник
ԱՍՏԻՃԱՆԱՎՈՐԵԼ,"градуировать;производить, произвести в чин"
ԱՍՏԻՃԱՆԱՎՈՐՈՒՄ,"градуирование, градуировка;производство в чин;получение чина"
ԱՍՏԻՃԱՆԱՎՈՐՎԵԼ,"градуироваться;получать, получить чин"
ԱՍՏԻՃԱՆԱՏՎՈՒԹՅՈՒՆ,производство в чин
ԱՍՏԻՃԱՆԱՑՈՒՅՑ,показатель степени
ԱՍՏՂ,звезда
ԱՍՏՂԱԲԱՇԽ,астроном
ԱՍՏՂԱԲԱՇԽԱԿԱՆ,астрономический
ԱՍՏՂԱԲԱՇԽՈՐԵՆ,астрономически
ԱՍՏՂԱԲԻԲ,"звёздный, усеянный звёздами"
ԱՍՏՂԱԲՈՒՅԼ,созвездие
ԱՍՏՂԱԲՈՒՍԱԲԱՆԱԿԱՆ,астроботанический
ԱՍՏՂԱԲՈՒՍԱԲԱՆՈՒԹՅՈՒՆ,астроботаника
ԱՍՏՂԱԳԵՂ,"красивый, как звезда"
ԱՍՏՂԱԳԵՏ,астроном
ԱՍՏՂԱԳԻՏԱԿԱՆ,астрономический
ԱՍՏՂԱԳԻՏՈՐԵՆ,астрономически
ԱՍՏՂԱԳԻՏՈՒԹՅՈՒՆ,астрономия
ԱՍՏՂԱԳՈՒՇԱԿ,"звездочёт, астролог"
ԱՍՏՂԱԳՈՒՇԱԿՈՒԹՅՈՒՆ,астрология
ԱՍՏՂԱԴԻՏԱԿ,телескоп
ԱՍՏՂԱԴԻՏԱԿԱՆ,телескопический;телескопный
ԱՍՏՂԱԴԻՏԱՆՈՑ,обсерватория
ԱՍՏՂԱԴԻՏԱՐԱՆ,обсерватория
ԱՍՏՂԱԴԻՏՈՒԹՅՈՒՆ,телескопия
ԱՍՏՂԱԶԱՐԴ,"звёздный, усеянный звёздами, украшенный звёздами;звёздное небо"
ԱՍՏՂԱԹԻՌ,звездолёт
ԱՍՏՂԱԼԻ,"звёздный, усеянный звёздами, усыпанный звёздами"
ԱՍՏՂԱԼԻՑ,"звёздный, усеянный звёздами, усыпанный звёздами"
ԱՍՏՂԱԼՈՒՅՍ,звёздный свет;звёздный
ԱՍՏՂԱԾԱՂԻԿ,астра
ԱՍՏՂԱԾՈՐ,звёздный
ԱՍՏՂԱԾՈՐԱՆ,звёздный
ԱՍՏՂԱԿԱԹ,угасание звёзд на заре
ԱՍՏՂԱԿԵՐՊ,звездообразный
ԱՍՏՂԱԿՈՒՅՏ,звёздное скопление
ԱՍՏՂԱԿՈՒՌ,усеянный звёздами
ԱՍՏՂԱՀԱՄԱՐ,"бесчисленный, бессчётный, несметный"
ԱՍՏՂԱՀՄԱ,звездочёт
ԱՍՏՂԱՀՈՒՌ,"звёздный, усеянный звёздами"
ԱՍՏՂԱՁԵՎ,"звездообразный, звёздчатый"
ԱՍՏՂԱՃԱՃԱՆՉ,"освещенный звёздами, звёздный"
ԱՍՏՂԱՄԵՐՁ,близкий к звёздам
ԱՍՏՂԱՅԻՆ,звёздный
ԱՍՏՂԱՆԻՇ,звёздочка
ԱՍՏՂԱՆԿԱՐ,"украшенный звёздами, разрисованный звёздами"
ԱՍՏՂԱՆՄԱՆ,"звездообразный, звёздчатый"
ԱՍՏՂԱՆՇԱՆ,звезда
ԱՍՏՂԱՆՇՈՒՅԼ,со звёздным блеском
ԱՍՏՂԱՇԱՏ,"звёздный, усеянный звёздами, усыпанный звёздами"
ԱՍՏՂԱՇՈՒՇԱՆ,птицемлечник
ԱՍՏՂԱՊԱՇՏ,звездопоклонник
ԱՍՏՂԱՊԱՇՏՈՒԹՅՈՒՆ,звездопоклонство
ԱՍՏՂԱՊԱՏ,"звёздный, усеянный звёздами"
ԱՍՏՂԱՊՍԱԿ,увенчанный звёздами;звёздный венец
ԱՍՏՂԱՍՈՒՅԶ,утопающий в звёздах
ԱՍՏՂԱՍՓՅՈՒՌ,звёздная ассоциация
ԱՍՏՂԱՎԱՌ,звёздный;звездистый
ԱՍՏՂԱՎՈՐ,"звёздный, усыпанный, усеянный звездами"
ԱՍՏՂԱՑԱՆՑ,звёздная сеть
ԱՍՏՂԱՑՈԼՔ,звёздный;звёздный блеск
ԱՍՏՂԱՑՈՒՅՑ,звёздная карта
ԱՍՏՂԱՓԱՅԼ,"сияющий, как звезда"
ԱՍՏՂԱՓՈՒՇ,звездчатка
ԱՍՏՂԱՔԱՐՏԵԶ,звёздная карта
ԱՍՏՂԱՖԻԶԻԿԱ,астрофизика
ԱՍՏՂԱՖԻԶԻԿԱԿԱՆ,астрофизический
ԱՍՏՂԻԿ,звёздочка;звездчатка
ԱՍՏՈՒՃ,"сухой, чёрствый"
ԱՍՏՎԱԾ,"бог;божество;предмет поклонения, любви"
ԱՍՏՎԱԾԱԲԱՆ,"богослов, теолог"
ԱՍՏՎԱԾԱԲԱՆԱԿԱՆ,"богословский, теологический"
ԱՍՏՎԱԾԱԲԱՆՈՐԵՆ,теологически
ԱՍՏՎԱԾԱԲԱՆՈՒԹՅՈՒՆ,"богословие, теология"
ԱՍՏՎԱԾԱԲՆԱԿ,населённый богами
ԱՍՏՎԱԾԱԳԵՂ,"божественный, божественной красоты, божественно красивый"
ԱՍՏՎԱԾԱԴԱՎԱՆ,верующий в бога
ԱՍՏՎԱԾԱԴԱՎԱՆՈՒԹՅՈՒՆ,вера в бога
ԱՍՏՎԱԾԱԴԻՐ,"богом положенный, богом установленный"
ԱՍՏՎԱԾԱԽՆԴԻՐ,богоискатель
ԱՍՏՎԱԾԱԽՆԴՐՈՒԹՅՈՒՆ,богоискательство
ԱՍՏՎԱԾԱԾԻՆ,"богородица;успение, церковный праздник"
ԱՍՏՎԱԾԱԿԱՆՈՒԹՅՈՒՆ,деизм
ԱՍՏՎԱԾԱԿԵՐՊ,богоподобный
ԱՍՏՎԱԾԱԿԵՐՏ,"чудотворный, божественный"
ԱՍՏՎԱԾԱՀԱՃ,богоугодный
ԱՍՏՎԱԾԱՀԱՃՈ,богоугодный
ԱՍՏՎԱԾԱՀԱՅՏՆՈՒԹՅՈՒՆ,явление христа
ԱՍՏՎԱԾԱՀԱՅՐ,"отец богов;ваагн, зевс, юпитер"
ԱՍՏՎԱԾԱՀՐԱՇ,"божественный, чудотворный"
ԱՍՏՎԱԾԱՄԱՐՏ,битва богов
ԱՍՏՎԱԾԱՄԵՐԺ,"атеист, безбожник"
ԱՍՏՎԱԾԱՄԵՐԺԱԿԱՆ,атеистический
ԱՍՏՎԱԾԱՄԵՐԺՈՒԹՅՈՒՆ,"атеизм, безбожие"
ԱՍՏՎԱԾԱՅԻՆ,"божий, божеский;устар;божественный;книжн;божественный, дивный, бесподобный, несравненный, великолепный"
ԱՍՏՎԱԾԱՅՆՈՒԹՅՈՒՆ,божественность
ԱՍՏՎԱԾԱՆԱԼ,"обожествляться, обоготворяться"
ԱՍՏՎԱԾԱՆՄԱՆ,богоподобный
ԱՍՏՎԱԾԱՆՎԵՐ,посвященный богу
ԱՍՏՎԱԾԱՇԵՆ,созданный богом
ԱՍՏՎԱԾԱՇԻՆԱՐԱՐ,богостроитель
ԱՍՏՎԱԾԱՇԻՆԱՐԱՐՈՒԹՅՈՒՆ,богостроительство
ԱՍՏՎԱԾԱՇՆՉԱԿԱՆ,библейский
ԱՍՏՎԱԾԱՇՆՉԱՅԻՆ,библейский
ԱՍՏՎԱԾԱՇՈՒՆՉ,библия
ԱՍՏՎԱԾԱՊԱՀ,хранимый богом
ԱՍՏՎԱԾԱՊԱՇՏ,исповедующий бога
ԱՍՏՎԱԾԱՊԱՇՏԱԿԱՆ,"религиозный, благочестивый;устар"
ԱՍՏՎԱԾԱՊԱՇՏՈՒԹՅՈՒՆ,"религиозность, набожность, благочестие;устар"
ԱՍՏՎԱԾԱՍԻՐՈՒԹՅՈՒՆ,благочестие
ԱՍՏՎԱԾԱՍՊԱՆ,богоотступник
ԱՍՏՎԱԾԱՎԱԽ,богобоязненный
ԱՍՏՎԱԾԱՎԱԽՈՒԹՅՈՒՆ,богобоязненность
ԱՍՏՎԱԾԱՎԱՅԵԼ,"божественный, роскошный"
ԱՍՏՎԱԾԱՎԱՆԴ,завещанный богом
ԱՍՏՎԱԾԱՏԻՊ,богоподобный
ԱՍՏՎԱԾԱՏՅԱՑ,"богохульный;богоненавистник, богохульник"
ԱՍՏՎԱԾԱՏՈՒՐ,богоданный
ԱՍՏՎԱԾԱՐՈՒՄ,обоготворение
ԱՍՏՎԱԾԱՑՆԵԼ,"боготворить, обоготворять, обоготворить, обожествлять, обожествить"
ԱՍՏՎԱԾԱՑՈՒՄ,"обоготворение, обожествление"
ԱՍՏՎԱԾԱՓԱՅԼ,богосиянный
ԱՍՏՎԱԾԸՆՏԻՐ,богоизбранный
ԱՍՏՎԱԾՈՐԴԻ,сын божий
ԱՍՏՎԱԾՈՒԹՅՈՒՆ,божество;божественность
ԱՍՏՎԱԾՈՒՀԻ,богиня
ԱՍՏՎԱԾՈՒՐԱՑ,богоотступнический
ԱՍՏՎԱԾՈՒՐԱՑՈՒԹՅՈՒՆ,богоотступничество
ԱՍՏՎՈՐ,"мир, жизнь;преходящий, бренный, мирской;состояние, положение"
ԱՍՐ,шерсть
ԱՍՐԱԳՈՐԾՈՒԹՅՈՒՆ,шерстоткачество
ԱՍՐԵՂԵՆ,шерстяной;шерстяные изделия
ԱՍՔ,"слово, сказ, сказание"
ԱՍՖԱԼՏ,асфальт
ԱՍՖԱԼՏԱՅԻՆ,"асфальтовый, асфальтный"
ԱՍՖԱԼՏԱՊԱՏ,асфальтированный
ԱՍՖԱԼՏԵ,асфальтовый
ԱՍՖԱԼՏԵԼ,асфальтировать
ԱՍՖԱԼՏՈՒՂԻ,шоссе;асфальтированное
ԱՍՖԱԼՏՈՒՄ,"асфальтировка, асфальтирование"
ԱՍՖԱԼՏՎԵԼ,асфальтироваться
ԱՎԱԳ,старший;главный;староста;старшина;старейшина
ԱՎԱԳԱՆԻ,"знать, вельможи"
ԱՎԱԳԱՇՈՒՔ,"высокочтимый, вельможный, знатный"
ԱՎԱԳԵՐԵՑ,протоиерей
ԱՎԱԳՈՒԹՅՈՒՆ,старшинство
ԱՎԱԶ,песок
ԱՎԱԶԱԲԵՐ,несущий песок
ԱՎԱԶԱԲԶԵԶ,скакун;жук
ԱՎԱԶԱԲԼՈՒՐ,"бархан, дюна, песчаный холм"
ԱՎԱԶԱԲՆԱԿ,"песчаный, живущий в песках"
ԱՎԱԶԱԲՈՒՔ,песчаный смерч
ԱՎԱԶԱԳՈՒՅՆ,"песчаный, песочного цвета, цвета песка"
ԱՎԱԶԱԴԱՇՏ,"пески, песочное поле"
ԱՎԱԶԱԹՈՒՄԲ,"бархан, дюна, песчаный холм"
ԱՎԱԶԱԼԻՑ,наполненный песком
ԱՎԱԶԱԽԱՌՆ,"смешанный с песком, песчанистый, песчаный"
ԱՎԱԶԱԾԱԾԿ,"покрытый песком, песчаный"
ԱՎԱԶԱԿ,"разбойник;лживый, коварный человек, подлец"
ԱՎԱԶԱԿԱԲԱՐ,по-разбойничьи
ԱՎԱԶԱԿԱԲԱՐՈ,"разбойнический, разбойничий"
ԱՎԱԶԱԿԱԲՆԱԿ,населённый разбойниками
ԱՎԱԶԱԿԱԲՈՒՅՆ,"разбойничье гнездо, разбойничий притон, вертеп"
ԱՎԱԶԱԿԱԽՈՒՄԲ,"шайка разбойников, разбойничья шайка"
ԱՎԱԶԱԿԱՅԻՆ,"разбойнический, разбойничий"
ԱՎԱԶԱԿԱՆՈՑ,"разбойничий притон, вертеп"
ԱՎԱԶԱԿԱՊԵՏ,"атаман разбойников, разбойничий атаман"
ԱՎԱԶԱԿԱՎ,суглинок;супесь
ԱՎԱԶԱԿԱՎԱՅԻՆ,суглинистый;супесчаный
